,text
11712,Johnny@j00ny369T·6hAnd no one in the politics seems to care. They are just going to replace natives with immigrants.21351.8K
11713,"Pepe Deluxe @deluxe_pepe·6hHow did only Adam and Eve do it?

How did Noah and his family make it?

Y'all know how this works......right?!211984"
11714,"Big Dick Sidious | BDS | CHAD@SidiousETH·7hYes Mr Musk, tell Italian government to raise salaries instead of having younger generation getting paid 1000/1200 €/ monthlt and we might think about having huge families soon!

Thank you for your attentions in this matter.221085.2K"
11715,"Tim Lovett@WTBCI·6hStop taxing the people, get rid of the illegals then maybe they might!541.2K"
11716,lecterro@lecterro·5hThey told us we need to die as we are that carbon that they want to reduce221307
11717,Ministry of YouTube@ministryofyt·7hQuote
11718,Ministry of YouTube@ministryofyt·7hQuote
11719,"Gone to my valley @GenXGone·6hOptimus and Co. will lift the weight of production.  

There just needs to be a planned destruction of old parts of cities. Rewilding if you like.  

Also massive reduction in welfare as it was always unsustainable. 

No need for a pointless import of people to do non existentShow more237325"
11720,My moms caregiver@mymomcare·7hEurope is gone already with all the third world people it took in1129597
11721,Hamman247.eth @hamman2471·2mOr they can just have a smaller population and live comfortably with fewer people if we stopped and reversed all the mass immigration5
11722,LadyNielsen2023@lananelfros·16mThe trends are the same in East Asia and Latin America why are you singling out Europe?115
11723,James Slammeron aka MORE LIGHT | $BITCOIN ‡ @tickerBITCOINbb·3hThey spent 20-30 years telling us we were overpopulated and that it was evil and bad for the environment to have kids!7233489
11724,"The Doves of Magnolia@Natsu_of_Laguna·7hIve said this before and I will say it again

Wokeness has caused worldwide depression. Things have gotten better since Trump was elected but all of the media and entertainment is still fixated on a mission of redefining beauty and traditional

The only way to fix it is to endShow more36381K"
11725,Johnny@j00ny369T·6hAnd no one in the politics seems to care. They are just going to replace natives with immigrants.21351.8K
11726,"Pepe Deluxe @deluxe_pepe·6hHow did only Adam and Eve do it?

How did Noah and his family make it?

Y'all know how this works......right?!211984"
11727,"Big Dick Sidious | BDS | CHAD@SidiousETH·7hYes Mr Musk, tell Italian government to raise salaries instead of having younger generation getting paid 1000/1200 €/ monthlt and we might think about having huge families soon!

Thank you for your attentions in this matter.221085.2K"
11728,"Tim Lovett@WTBCI·6hStop taxing the people, get rid of the illegals then maybe they might!541.2K"
11729,lecterro@lecterro·5hThey told us we need to die as we are that carbon that they want to reduce221307
11730,Ministry of YouTube@ministryofyt·7hQuote
11731,Ministry of YouTube@ministryofyt·7hQuote
11732,"Gone to my valley @GenXGone·6hOptimus and Co. will lift the weight of production.  

There just needs to be a planned destruction of old parts of cities. Rewilding if you like.  

Also massive reduction in welfare as it was always unsustainable. 

No need for a pointless import of people to do non existentShow more237325"
11733,My moms caregiver@mymomcare·7hEurope is gone already with all the third world people it took in1129597
11734,"Dan a Rama@Dan_a_rama·19mAnd yet, somehow, miraculously the population has grown! How is this possible!   
https://voronoiapp.com/demographics/-A-Map-of-Europes-Population-Changes-Since-1990-1986…11"
11735,MrBeeboh@TheRealMrBeeboh·11mIt won't die. It will just become Muslim.119
11736,Candi De León aka SwedishCandi08@swedishcandi1·21mCrusades needed IMMEDIATELY.125
11737,Coco361@rescuegirl35·16mit is turning Islamic and they breed like rabbits11116
11738,El Coyote@kbo_coyote·5mHuge families were required to till the fields and reap crops. That is no longer the case. The world's population of nearly 8 billion is not evidence of a dying world.5
11739,"RamblingRep@RamblingRep·5mI got over 30 nieces and nephews 
I regret nothing216"
11740,ST.MICHAEL@StMichael6666·16sCOST OF LIVING HAS EVERYTHING TO DO WITH THIS 
11741,Greg Midtbo@GMidtbo·24mWho will pay for Italian retirements18
11742,Bo Beauoux@BoBeauoux·6mNothing unplanned and unactuated. All is gong as if by order. Replacements incoming...mostly non europeans.4
11743,"Dan a Rama@Dan_a_rama·19mAnd yet, somehow, miraculously the population has grown! How is this possible!   
https://voronoiapp.com/demographics/-A-Map-of-Europes-Population-Changes-Since-1990-1986…11"
11744,MrBeeboh@TheRealMrBeeboh·11mIt won't die. It will just become Muslim.119
11745,Candi De León aka SwedishCandi08@swedishcandi1·21mCrusades needed IMMEDIATELY.125
11746,Coco361@rescuegirl35·16mit is turning Islamic and they breed like rabbits11116
11747,El Coyote@kbo_coyote·5mHuge families were required to till the fields and reap crops. That is no longer the case. The world's population of nearly 8 billion is not evidence of a dying world.5
11748,"RamblingRep@RamblingRep·5mI got over 30 nieces and nephews 
I regret nothing216"
11749,ST.MICHAEL@StMichael6666·16sCOST OF LIVING HAS EVERYTHING TO DO WITH THIS 
11750,Greg Midtbo@GMidtbo·24mWho will pay for Italian retirements18
11751,Bo Beauoux@BoBeauoux·6mNothing unplanned and unactuated. All is gong as if by order. Replacements incoming...mostly non europeans.4
11752,"Eric Crook@EricCro68678634·21mWe can't afford to have big families...

We can't afford to have one person not work....

I'm very interested in solutions to this...150"
11753,"Olympus Prime@OlympusPr1me·7hEurope better start lighting some candles, pouring wine, and playing Barry White, the continent needs a romantic comeback.14277"
11754,Hamman247.eth @hamman2471·2mOr they can just have a smaller population and live comfortably with fewer people if we stopped and reversed all the mass immigration5
11755,LadyNielsen2023@lananelfros·16mThe trends are the same in East Asia and Latin America why are you singling out Europe?115
11756,James Slammeron aka MORE LIGHT | $BITCOIN ‡ @tickerBITCOINbb·3hThey spent 20-30 years telling us we were overpopulated and that it was evil and bad for the environment to have kids!7233489
11757,"The Doves of Magnolia@Natsu_of_Laguna·7hIve said this before and I will say it again

Wokeness has caused worldwide depression. Things have gotten better since Trump was elected but all of the media and entertainment is still fixated on a mission of redefining beauty and traditional

The only way to fix it is to endShow more36381K"
11758,Johnny@j00ny369T·6hAnd no one in the politics seems to care. They are just going to replace natives with immigrants.21351.8K
11759,"Pepe Deluxe @deluxe_pepe·6hHow did only Adam and Eve do it?

How did Noah and his family make it?

Y'all know how this works......right?!211984"
11760,"Big Dick Sidious | BDS | CHAD@SidiousETH·7hYes Mr Musk, tell Italian government to raise salaries instead of having younger generation getting paid 1000/1200 €/ monthlt and we might think about having huge families soon!

Thank you for your attentions in this matter.221085.2K"
11761,"Tim Lovett@WTBCI·6hStop taxing the people, get rid of the illegals then maybe they might!541.2K"
11762,lecterro@lecterro·5hThey told us we need to die as we are that carbon that they want to reduce221307
11763,Ministry of YouTube@ministryofyt·7hQuote
11764,Ministry of YouTube@ministryofyt·7hQuote
11765,"Gone to my valley @GenXGone·6hOptimus and Co. will lift the weight of production.  

There just needs to be a planned destruction of old parts of cities. Rewilding if you like.  

Also massive reduction in welfare as it was always unsustainable. 

No need for a pointless import of people to do non existentShow more237325"
11766,My moms caregiver@mymomcare·7hEurope is gone already with all the third world people it took in1129597
11767,Hamman247.eth @hamman2471·2mOr they can just have a smaller population and live comfortably with fewer people if we stopped and reversed all the mass immigration5
11768,LadyNielsen2023@lananelfros·16mThe trends are the same in East Asia and Latin America why are you singling out Europe?115
11769,James Slammeron aka MORE LIGHT | $BITCOIN ‡ @tickerBITCOINbb·3hThey spent 20-30 years telling us we were overpopulated and that it was evil and bad for the environment to have kids!7233489
11770,"The Doves of Magnolia@Natsu_of_Laguna·7hIve said this before and I will say it again

Wokeness has caused worldwide depression. Things have gotten better since Trump was elected but all of the media and entertainment is still fixated on a mission of redefining beauty and traditional

The only way to fix it is to endShow more36381K"
11771,Johnny@j00ny369T·6hAnd no one in the politics seems to care. They are just going to replace natives with immigrants.21351.8K
11772,"Pepe Deluxe @deluxe_pepe·6hHow did only Adam and Eve do it?

How did Noah and his family make it?

Y'all know how this works......right?!211984"
11773,"Big Dick Sidious | BDS | CHAD@SidiousETH·7hYes Mr Musk, tell Italian government to raise salaries instead of having younger generation getting paid 1000/1200 €/ monthlt and we might think about having huge families soon!

Thank you for your attentions in this matter.221085.2K"
11774,"Tim Lovett@WTBCI·6hStop taxing the people, get rid of the illegals then maybe they might!541.2K"
11775,lecterro@lecterro·5hThey told us we need to die as we are that carbon that they want to reduce221307
11776,Ministry of YouTube@ministryofyt·7hQuote
11777,Ministry of YouTube@ministryofyt·7hQuote
11778,"Gone to my valley @GenXGone·6hOptimus and Co. will lift the weight of production.  

There just needs to be a planned destruction of old parts of cities. Rewilding if you like.  

Also massive reduction in welfare as it was always unsustainable. 

No need for a pointless import of people to do non existentShow more237325"
11779,My moms caregiver@mymomcare·7hEurope is gone already with all the third world people it took in1129597
11780,"Dan a Rama@Dan_a_rama·19mAnd yet, somehow, miraculously the population has grown! How is this possible!   
https://voronoiapp.com/demographics/-A-Map-of-Europes-Population-Changes-Since-1990-1986…11"
11781,MrBeeboh@TheRealMrBeeboh·11mIt won't die. It will just become Muslim.119
11782,Candi De León aka SwedishCandi08@swedishcandi1·21mCrusades needed IMMEDIATELY.125
11783,Coco361@rescuegirl35·16mit is turning Islamic and they breed like rabbits11116
11784,El Coyote@kbo_coyote·5mHuge families were required to till the fields and reap crops. That is no longer the case. The world's population of nearly 8 billion is not evidence of a dying world.5
11785,"RamblingRep@RamblingRep·5mI got over 30 nieces and nephews 
I regret nothing216"
11786,ST.MICHAEL@StMichael6666·16sCOST OF LIVING HAS EVERYTHING TO DO WITH THIS 
11787,Greg Midtbo@GMidtbo·24mWho will pay for Italian retirements18
11788,Bo Beauoux@BoBeauoux·6mNothing unplanned and unactuated. All is gong as if by order. Replacements incoming...mostly non europeans.4
11789,"Dan a Rama@Dan_a_rama·19mAnd yet, somehow, miraculously the population has grown! How is this possible!   
https://voronoiapp.com/demographics/-A-Map-of-Europes-Population-Changes-Since-1990-1986…11"
11790,MrBeeboh@TheRealMrBeeboh·11mIt won't die. It will just become Muslim.119
11791,Candi De León aka SwedishCandi08@swedishcandi1·21mCrusades needed IMMEDIATELY.125
11792,Coco361@rescuegirl35·16mit is turning Islamic and they breed like rabbits11116
11793,El Coyote@kbo_coyote·5mHuge families were required to till the fields and reap crops. That is no longer the case. The world's population of nearly 8 billion is not evidence of a dying world.5
11794,"RamblingRep@RamblingRep·5mI got over 30 nieces and nephews 
I regret nothing216"
11795,ST.MICHAEL@StMichael6666·16sCOST OF LIVING HAS EVERYTHING TO DO WITH THIS 
11796,Greg Midtbo@GMidtbo·24mWho will pay for Italian retirements18
11797,Bo Beauoux@BoBeauoux·6mNothing unplanned and unactuated. All is gong as if by order. Replacements incoming...mostly non europeans.4
11798,"Eric Crook@EricCro68678634·21mWe can't afford to have big families...

We can't afford to have one person not work....

I'm very interested in solutions to this...150"
11799,"Olympus Prime@OlympusPr1me·7hEurope better start lighting some candles, pouring wine, and playing Barry White, the continent needs a romantic comeback.14277"
11800,Hamman247.eth @hamman2471·2mOr they can just have a smaller population and live comfortably with fewer people if we stopped and reversed all the mass immigration5
11801,LadyNielsen2023@lananelfros·16mThe trends are the same in East Asia and Latin America why are you singling out Europe?115
11802,James Slammeron aka MORE LIGHT | $BITCOIN ‡ @tickerBITCOINbb·3hThey spent 20-30 years telling us we were overpopulated and that it was evil and bad for the environment to have kids!7233489
11803,"The Doves of Magnolia@Natsu_of_Laguna·7hIve said this before and I will say it again

Wokeness has caused worldwide depression. Things have gotten better since Trump was elected but all of the media and entertainment is still fixated on a mission of redefining beauty and traditional

The only way to fix it is to endShow more36381K"
11804,Johnny@j00ny369T·6hAnd no one in the politics seems to care. They are just going to replace natives with immigrants.21351.8K
11805,"Pepe Deluxe @deluxe_pepe·6hHow did only Adam and Eve do it?

How did Noah and his family make it?

Y'all know how this works......right?!211984"
11806,"Big Dick Sidious | BDS | CHAD@SidiousETH·7hYes Mr Musk, tell Italian government to raise salaries instead of having younger generation getting paid 1000/1200 €/ monthlt and we might think about having huge families soon!

Thank you for your attentions in this matter.221085.2K"
11807,"Tim Lovett@WTBCI·6hStop taxing the people, get rid of the illegals then maybe they might!541.2K"
11808,lecterro@lecterro·5hThey told us we need to die as we are that carbon that they want to reduce221307
11809,Ministry of YouTube@ministryofyt·7hQuote
11810,Ministry of YouTube@ministryofyt·7hQuote
11811,"Gone to my valley @GenXGone·6hOptimus and Co. will lift the weight of production.  

There just needs to be a planned destruction of old parts of cities. Rewilding if you like.  

Also massive reduction in welfare as it was always unsustainable. 

No need for a pointless import of people to do non existentShow more237325"
11812,My moms caregiver@mymomcare·7hEurope is gone already with all the third world people it took in1129597
11813,Hamman247.eth @hamman2471·2mOr they can just have a smaller population and live comfortably with fewer people if we stopped and reversed all the mass immigration5
11814,LadyNielsen2023@lananelfros·16mThe trends are the same in East Asia and Latin America why are you singling out Europe?115
11815,James Slammeron aka MORE LIGHT | $BITCOIN ‡ @tickerBITCOINbb·3hThey spent 20-30 years telling us we were overpopulated and that it was evil and bad for the environment to have kids!7233489
11816,"The Doves of Magnolia@Natsu_of_Laguna·7hIve said this before and I will say it again

Wokeness has caused worldwide depression. Things have gotten better since Trump was elected but all of the media and entertainment is still fixated on a mission of redefining beauty and traditional

The only way to fix it is to endShow more36381K"
11817,Johnny@j00ny369T·6hAnd no one in the politics seems to care. They are just going to replace natives with immigrants.21351.8K
11818,"Pepe Deluxe @deluxe_pepe·6hHow did only Adam and Eve do it?

How did Noah and his family make it?

Y'all know how this works......right?!211984"
11819,"Big Dick Sidious | BDS | CHAD@SidiousETH·7hYes Mr Musk, tell Italian government to raise salaries instead of having younger generation getting paid 1000/1200 €/ monthlt and we might think about having huge families soon!

Thank you for your attentions in this matter.221085.2K"
11820,"Tim Lovett@WTBCI·6hStop taxing the people, get rid of the illegals then maybe they might!541.2K"
11821,lecterro@lecterro·5hThey told us we need to die as we are that carbon that they want to reduce221307
11822,Ministry of YouTube@ministryofyt·7hQuote
11823,Ministry of YouTube@ministryofyt·7hQuote
11824,"Gone to my valley @GenXGone·6hOptimus and Co. will lift the weight of production.  

There just needs to be a planned destruction of old parts of cities. Rewilding if you like.  

Also massive reduction in welfare as it was always unsustainable. 

No need for a pointless import of people to do non existentShow more237325"
11825,My moms caregiver@mymomcare·7hEurope is gone already with all the third world people it took in1129597
11826,"Dan a Rama@Dan_a_rama·19mAnd yet, somehow, miraculously the population has grown! How is this possible!   
https://voronoiapp.com/demographics/-A-Map-of-Europes-Population-Changes-Since-1990-1986…11"
11827,MrBeeboh@TheRealMrBeeboh·11mIt won't die. It will just become Muslim.119
11828,Candi De León aka SwedishCandi08@swedishcandi1·21mCrusades needed IMMEDIATELY.125
11829,Coco361@rescuegirl35·16mit is turning Islamic and they breed like rabbits11116
11830,El Coyote@kbo_coyote·5mHuge families were required to till the fields and reap crops. That is no longer the case. The world's population of nearly 8 billion is not evidence of a dying world.5
11831,"RamblingRep@RamblingRep·5mI got over 30 nieces and nephews 
I regret nothing216"
11832,ST.MICHAEL@StMichael6666·16sCOST OF LIVING HAS EVERYTHING TO DO WITH THIS 
11833,Greg Midtbo@GMidtbo·24mWho will pay for Italian retirements18
11834,Bo Beauoux@BoBeauoux·6mNothing unplanned and unactuated. All is gong as if by order. Replacements incoming...mostly non europeans.4
11835,"Dan a Rama@Dan_a_rama·19mAnd yet, somehow, miraculously the population has grown! How is this possible!   
https://voronoiapp.com/demographics/-A-Map-of-Europes-Population-Changes-Since-1990-1986…11"
11836,MrBeeboh@TheRealMrBeeboh·11mIt won't die. It will just become Muslim.119
11837,Candi De León aka SwedishCandi08@swedishcandi1·21mCrusades needed IMMEDIATELY.125
11838,Coco361@rescuegirl35·16mit is turning Islamic and they breed like rabbits11116
11839,El Coyote@kbo_coyote·5mHuge families were required to till the fields and reap crops. That is no longer the case. The world's population of nearly 8 billion is not evidence of a dying world.5
11840,"RamblingRep@RamblingRep·5mI got over 30 nieces and nephews 
I regret nothing216"
11841,ST.MICHAEL@StMichael6666·16sCOST OF LIVING HAS EVERYTHING TO DO WITH THIS 
11842,Greg Midtbo@GMidtbo·24mWho will pay for Italian retirements18
11843,Bo Beauoux@BoBeauoux·6mNothing unplanned and unactuated. All is gong as if by order. Replacements incoming...mostly non europeans.4
11844,"Eric Crook@EricCro68678634·21mWe can't afford to have big families...

We can't afford to have one person not work....

I'm very interested in solutions to this...150"
11845,"Olympus Prime@OlympusPr1me·7hEurope better start lighting some candles, pouring wine, and playing Barry White, the continent needs a romantic comeback.14277"
11846,Hamman247.eth @hamman2471·2mOr they can just have a smaller population and live comfortably with fewer people if we stopped and reversed all the mass immigration5
11847,LadyNielsen2023@lananelfros·16mThe trends are the same in East Asia and Latin America why are you singling out Europe?115
11848,James Slammeron aka MORE LIGHT | $BITCOIN ‡ @tickerBITCOINbb·3hThey spent 20-30 years telling us we were overpopulated and that it was evil and bad for the environment to have kids!7233489
11849,"The Doves of Magnolia@Natsu_of_Laguna·7hIve said this before and I will say it again

Wokeness has caused worldwide depression. Things have gotten better since Trump was elected but all of the media and entertainment is still fixated on a mission of redefining beauty and traditional

The only way to fix it is to endShow more36381K"
11850,Johnny@j00ny369T·6hAnd no one in the politics seems to care. They are just going to replace natives with immigrants.21351.8K
11851,"Pepe Deluxe @deluxe_pepe·6hHow did only Adam and Eve do it?

How did Noah and his family make it?

Y'all know how this works......right?!211984"
11852,"Big Dick Sidious | BDS | CHAD@SidiousETH·7hYes Mr Musk, tell Italian government to raise salaries instead of having younger generation getting paid 1000/1200 €/ monthlt and we might think about having huge families soon!

Thank you for your attentions in this matter.221085.2K"
11853,"Tim Lovett@WTBCI·6hStop taxing the people, get rid of the illegals then maybe they might!541.2K"
11854,lecterro@lecterro·5hThey told us we need to die as we are that carbon that they want to reduce221307
11855,Ministry of YouTube@ministryofyt·7hQuote
11856,Ministry of YouTube@ministryofyt·7hQuote
11857,"Gone to my valley @GenXGone·6hOptimus and Co. will lift the weight of production.  

There just needs to be a planned destruction of old parts of cities. Rewilding if you like.  

Also massive reduction in welfare as it was always unsustainable. 

No need for a pointless import of people to do non existentShow more237325"
11858,My moms caregiver@mymomcare·7hEurope is gone already with all the third world people it took in1129597
11859,Hamman247.eth @hamman2471·2mOr they can just have a smaller population and live comfortably with fewer people if we stopped and reversed all the mass immigration5
11860,LadyNielsen2023@lananelfros·16mThe trends are the same in East Asia and Latin America why are you singling out Europe?115
11861,James Slammeron aka MORE LIGHT | $BITCOIN ‡ @tickerBITCOINbb·3hThey spent 20-30 years telling us we were overpopulated and that it was evil and bad for the environment to have kids!7233489
11862,"The Doves of Magnolia@Natsu_of_Laguna·7hIve said this before and I will say it again

Wokeness has caused worldwide depression. Things have gotten better since Trump was elected but all of the media and entertainment is still fixated on a mission of redefining beauty and traditional

The only way to fix it is to endShow more36381K"
11863,Johnny@j00ny369T·6hAnd no one in the politics seems to care. They are just going to replace natives with immigrants.21351.8K
11864,"Pepe Deluxe @deluxe_pepe·6hHow did only Adam and Eve do it?

How did Noah and his family make it?

Y'all know how this works......right?!211984"
11865,"Big Dick Sidious | BDS | CHAD@SidiousETH·7hYes Mr Musk, tell Italian government to raise salaries instead of having younger generation getting paid 1000/1200 €/ monthlt and we might think about having huge families soon!

Thank you for your attentions in this matter.221085.2K"
11866,"Tim Lovett@WTBCI·6hStop taxing the people, get rid of the illegals then maybe they might!541.2K"
11867,lecterro@lecterro·5hThey told us we need to die as we are that carbon that they want to reduce221307
11868,Ministry of YouTube@ministryofyt·7hQuote
11869,Ministry of YouTube@ministryofyt·7hQuote
11870,"Gone to my valley @GenXGone·6hOptimus and Co. will lift the weight of production.  

There just needs to be a planned destruction of old parts of cities. Rewilding if you like.  

Also massive reduction in welfare as it was always unsustainable. 

No need for a pointless import of people to do non existentShow more237325"
11871,My moms caregiver@mymomcare·7hEurope is gone already with all the third world people it took in1129597
11872,"Dan a Rama@Dan_a_rama·19mAnd yet, somehow, miraculously the population has grown! How is this possible!   
https://voronoiapp.com/demographics/-A-Map-of-Europes-Population-Changes-Since-1990-1986…11"
11873,MrBeeboh@TheRealMrBeeboh·11mIt won't die. It will just become Muslim.119
11874,Candi De León aka SwedishCandi08@swedishcandi1·21mCrusades needed IMMEDIATELY.125
11875,Coco361@rescuegirl35·16mit is turning Islamic and they breed like rabbits11116
11876,El Coyote@kbo_coyote·5mHuge families were required to till the fields and reap crops. That is no longer the case. The world's population of nearly 8 billion is not evidence of a dying world.5
11877,"RamblingRep@RamblingRep·5mI got over 30 nieces and nephews 
I regret nothing216"
11878,ST.MICHAEL@StMichael6666·16sCOST OF LIVING HAS EVERYTHING TO DO WITH THIS 
11879,Greg Midtbo@GMidtbo·24mWho will pay for Italian retirements18
11880,Bo Beauoux@BoBeauoux·6mNothing unplanned and unactuated. All is gong as if by order. Replacements incoming...mostly non europeans.4
11881,"Dan a Rama@Dan_a_rama·19mAnd yet, somehow, miraculously the population has grown! How is this possible!   
https://voronoiapp.com/demographics/-A-Map-of-Europes-Population-Changes-Since-1990-1986…11"
11882,MrBeeboh@TheRealMrBeeboh·11mIt won't die. It will just become Muslim.119
11883,Candi De León aka SwedishCandi08@swedishcandi1·21mCrusades needed IMMEDIATELY.125
11884,Coco361@rescuegirl35·16mit is turning Islamic and they breed like rabbits11116
11885,El Coyote@kbo_coyote·5mHuge families were required to till the fields and reap crops. That is no longer the case. The world's population of nearly 8 billion is not evidence of a dying world.5
11886,"RamblingRep@RamblingRep·5mI got over 30 nieces and nephews 
I regret nothing216"
11887,ST.MICHAEL@StMichael6666·16sCOST OF LIVING HAS EVERYTHING TO DO WITH THIS 
11888,Greg Midtbo@GMidtbo·24mWho will pay for Italian retirements18
11889,Bo Beauoux@BoBeauoux·6mNothing unplanned and unactuated. All is gong as if by order. Replacements incoming...mostly non europeans.4
11890,"Eric Crook@EricCro68678634·21mWe can't afford to have big families...

We can't afford to have one person not work....

I'm very interested in solutions to this...150"
11891,"Olympus Prime@OlympusPr1me·7hEurope better start lighting some candles, pouring wine, and playing Barry White, the continent needs a romantic comeback.14277"
11892,Hamman247.eth @hamman2471·2mOr they can just have a smaller population and live comfortably with fewer people if we stopped and reversed all the mass immigration5
11893,LadyNielsen2023@lananelfros·16mThe trends are the same in East Asia and Latin America why are you singling out Europe?115
11894,James Slammeron aka MORE LIGHT | $BITCOIN ‡ @tickerBITCOINbb·3hThey spent 20-30 years telling us we were overpopulated and that it was evil and bad for the environment to have kids!7233489
11895,"The Doves of Magnolia@Natsu_of_Laguna·7hIve said this before and I will say it again

Wokeness has caused worldwide depression. Things have gotten better since Trump was elected but all of the media and entertainment is still fixated on a mission of redefining beauty and traditional

The only way to fix it is to endShow more36381K"
11896,Johnny@j00ny369T·6hAnd no one in the politics seems to care. They are just going to replace natives with immigrants.21351.8K
11897,"Pepe Deluxe @deluxe_pepe·6hHow did only Adam and Eve do it?

How did Noah and his family make it?

Y'all know how this works......right?!211984"
11898,"Big Dick Sidious | BDS | CHAD@SidiousETH·7hYes Mr Musk, tell Italian government to raise salaries instead of having younger generation getting paid 1000/1200 €/ monthlt and we might think about having huge families soon!

Thank you for your attentions in this matter.221085.2K"
11899,"Tim Lovett@WTBCI·6hStop taxing the people, get rid of the illegals then maybe they might!541.2K"
11900,lecterro@lecterro·5hThey told us we need to die as we are that carbon that they want to reduce221307
11901,Ministry of YouTube@ministryofyt·7hQuote
11902,Ministry of YouTube@ministryofyt·7hQuote
11903,"Gone to my valley @GenXGone·6hOptimus and Co. will lift the weight of production.  

There just needs to be a planned destruction of old parts of cities. Rewilding if you like.  

Also massive reduction in welfare as it was always unsustainable. 

No need for a pointless import of people to do non existentShow more237325"
11904,My moms caregiver@mymomcare·7hEurope is gone already with all the third world people it took in1129597
11905,Hamman247.eth @hamman2471·2mOr they can just have a smaller population and live comfortably with fewer people if we stopped and reversed all the mass immigration5
11906,LadyNielsen2023@lananelfros·16mThe trends are the same in East Asia and Latin America why are you singling out Europe?115
11907,James Slammeron aka MORE LIGHT | $BITCOIN ‡ @tickerBITCOINbb·3hThey spent 20-30 years telling us we were overpopulated and that it was evil and bad for the environment to have kids!7233489
11908,"The Doves of Magnolia@Natsu_of_Laguna·7hIve said this before and I will say it again

Wokeness has caused worldwide depression. Things have gotten better since Trump was elected but all of the media and entertainment is still fixated on a mission of redefining beauty and traditional

The only way to fix it is to endShow more36381K"
11909,Johnny@j00ny369T·6hAnd no one in the politics seems to care. They are just going to replace natives with immigrants.21351.8K
11910,"Pepe Deluxe @deluxe_pepe·6hHow did only Adam and Eve do it?

How did Noah and his family make it?

Y'all know how this works......right?!211984"
11911,"Big Dick Sidious | BDS | CHAD@SidiousETH·7hYes Mr Musk, tell Italian government to raise salaries instead of having younger generation getting paid 1000/1200 €/ monthlt and we might think about having huge families soon!

Thank you for your attentions in this matter.221085.2K"
11912,"Tim Lovett@WTBCI·6hStop taxing the people, get rid of the illegals then maybe they might!541.2K"
11913,lecterro@lecterro·5hThey told us we need to die as we are that carbon that they want to reduce221307
11914,Ministry of YouTube@ministryofyt·7hQuote
11915,Ministry of YouTube@ministryofyt·7hQuote
11916,"Gone to my valley @GenXGone·6hOptimus and Co. will lift the weight of production.  

There just needs to be a planned destruction of old parts of cities. Rewilding if you like.  

Also massive reduction in welfare as it was always unsustainable. 

No need for a pointless import of people to do non existentShow more237325"
11917,My moms caregiver@mymomcare·7hEurope is gone already with all the third world people it took in1129597
11918,"Dan a Rama@Dan_a_rama·19mAnd yet, somehow, miraculously the population has grown! How is this possible!   
https://voronoiapp.com/demographics/-A-Map-of-Europes-Population-Changes-Since-1990-1986…11"
11919,MrBeeboh@TheRealMrBeeboh·11mIt won't die. It will just become Muslim.119
11920,Candi De León aka SwedishCandi08@swedishcandi1·21mCrusades needed IMMEDIATELY.125
11921,Coco361@rescuegirl35·16mit is turning Islamic and they breed like rabbits11116
11922,El Coyote@kbo_coyote·5mHuge families were required to till the fields and reap crops. That is no longer the case. The world's population of nearly 8 billion is not evidence of a dying world.5
11923,"RamblingRep@RamblingRep·5mI got over 30 nieces and nephews 
I regret nothing216"
11924,ST.MICHAEL@StMichael6666·16sCOST OF LIVING HAS EVERYTHING TO DO WITH THIS 
11925,Greg Midtbo@GMidtbo·24mWho will pay for Italian retirements18
11926,Bo Beauoux@BoBeauoux·6mNothing unplanned and unactuated. All is gong as if by order. Replacements incoming...mostly non europeans.4
11927,"Dan a Rama@Dan_a_rama·19mAnd yet, somehow, miraculously the population has grown! How is this possible!   
https://voronoiapp.com/demographics/-A-Map-of-Europes-Population-Changes-Since-1990-1986…11"
11928,MrBeeboh@TheRealMrBeeboh·11mIt won't die. It will just become Muslim.119
11929,Candi De León aka SwedishCandi08@swedishcandi1·21mCrusades needed IMMEDIATELY.125
11930,Coco361@rescuegirl35·16mit is turning Islamic and they breed like rabbits11116
11931,El Coyote@kbo_coyote·5mHuge families were required to till the fields and reap crops. That is no longer the case. The world's population of nearly 8 billion is not evidence of a dying world.5
11932,"RamblingRep@RamblingRep·5mI got over 30 nieces and nephews 
I regret nothing216"
11933,ST.MICHAEL@StMichael6666·16sCOST OF LIVING HAS EVERYTHING TO DO WITH THIS 
11934,Greg Midtbo@GMidtbo·24mWho will pay for Italian retirements18
11935,Bo Beauoux@BoBeauoux·6mNothing unplanned and unactuated. All is gong as if by order. Replacements incoming...mostly non europeans.4
11936,"Eric Crook@EricCro68678634·21mWe can't afford to have big families...

We can't afford to have one person not work....

I'm very interested in solutions to this...150"
11937,"Olympus Prime@OlympusPr1me·7hEurope better start lighting some candles, pouring wine, and playing Barry White, the continent needs a romantic comeback.14277"
11938,Hamman247.eth @hamman2471·2mOr they can just have a smaller population and live comfortably with fewer people if we stopped and reversed all the mass immigration5
11939,LadyNielsen2023@lananelfros·16mThe trends are the same in East Asia and Latin America why are you singling out Europe?115
11940,James Slammeron aka MORE LIGHT | $BITCOIN ‡ @tickerBITCOINbb·3hThey spent 20-30 years telling us we were overpopulated and that it was evil and bad for the environment to have kids!7233489
11941,"The Doves of Magnolia@Natsu_of_Laguna·7hIve said this before and I will say it again

Wokeness has caused worldwide depression. Things have gotten better since Trump was elected but all of the media and entertainment is still fixated on a mission of redefining beauty and traditional

The only way to fix it is to endShow more36381K"
